Pennsylvania
2
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
5
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
7
7
7
7
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
11
11
11
11
11
11
11
11
12
12
12
12
12
12
13
13
13
14
14
15
15
15
15
15
15
15
15
15
17
17
18
18
18
19
19
20
20
20
21
21
21
21
22
22
22
23
23
24
25
26
26
27
28
28
29
29
29
32
36
36
36
36
37
39
49
49
57
78
2
3
8
23
24
25
1
9
9
9
10
10
11
12
13
14
15
16
16
17
19
19
21
22
23
23
24
25
28
28
28
31
31
31
36
11
26
30
36
37
3
3
3
3
3
3
4
4
4
4
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
10
11
11
11
11
11
11
11
11
12
12
12
12
12
12
12
12
12
12
13
13
13
13
13
13
13
13
14
14
15
15
15
15
15
15
16
16
17
17
18
18
18
18
19
19
20
20
20
20
21
21
22
22
24
24
26
26
27
27
28
28
33
33
36
36
42
42
48
48
52
52
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
10
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
13
13
13
13
13
13
13
13
14
14
14
14
14
14
14
14
14
14
14
14
14
15
15
15
15
15
15
15
15
15
15
15
15
16
16
16
16
16
16
16
16
16
17
17
17
17
17
17
17
17
17
17
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
19
19
19
19
19
19
19
19
19
20
20
20
20
20
20
20
20
21
21
21
21
22
22
22
22
22
22
22
22
22
22
22
22
22
23
23
23
23
23
23
23
23
23
23
23
23
24
24
24
24
24
25
26
26
26
26
26
26
26
26
26
27
27
27
27
27
28
28
28
28
28
28
29
29
29
30
30
30
31
31
31
31
31
31
31
34
34
36
36
37
37
38
40
40
40
40
43
43
51
51
53
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
4
4
4
4
4
4
5
5
5
5
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
10
10
11
11
11
11
12
12
12
12
12
12
13
13
14
14
14
14
14
14
15
15
16
17
17
18
18
19
21
21
21
21
22
22
23
23
23
23
24
24
24
24
25
25
25
25
26
26
27
27
28
28
38
38
47
47
50
50
57
57
70
70
0
1
2
2
2
2
2
2
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
5
5
5
5
6
6
6
6
6
6
6
6
6
6
7
7
8
8
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
10
10
10
10
11
11
11
11
12
12
12
12
12
12
12
12
12
13
13
13
13
14
14
15
15
15
15
16
16
16
17
17
17
18
18
18
18
18
19
20
20
21
21
22
22
22
25
26
26
26
27
27
27
31
31
31
33
33
33
43
43
51
0
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
5
5
5
5
5
5
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
7
7
7
7
7
7
7
7
7
7
7
7
7
7
8
8
8
8
8
8
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
10
10
10
10
10
10
10
10
10
11
11
11
11
11
11
11
11
11
11
11
11
11
11
11
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
12
13
13
13
13
13
13
13
13
13
14
14
14
14
14
14
14
14
15
15
15
15
15
16
16
16
16
17
17
18
18
18
18
18
18
18
18
18
18
18
19
19
19
19
19
19
19
19
20
20
21
21
21
21
22
22
23
24
25
25
25
25
27
27
27
28
28
28
28
28
29
29
29
30
30
30
30
30
33
35
35
37
37
37
37
37
39
40
40
41
42
43
43
47
48
50
50
51
52
52
53
53
56
59
60
60
63
68
1
3
4
8
9
12
13
14
14
15
15
16
17
17
18
18
20
20
21
21
22
23
24
25
34
35
40
49
57
61
61
62
3
4
7
7
9
9
9
9
11
11
12
12
12
13
13
13
14
15
15
15
16
16
18
19
19
21
21
21
22
22
26
26
27
27
33
37
37
39
39
41
41
45
